a,pole magnitude (tau=3ms),pole magnitude (tau=5ms),pole magnitude (tau=10ms)
0.8680904522613067,0.9878457776006055,0.9879679455588849,0.9902841464077444
0.8743718592964824,0.987865889790972,0.9880002595454199,0.9882095661775218
0.8806532663316584,0.9878881325911166,0.9880356864078002,0.988260625802317
0.8869346733668342,0.987912677171588,0.9880744104909225,0.9881910640356265
0.8932160804020102,0.9879396719929827,0.9881165214006244,0.9896549172462045
0.8994974874371859,0.9879692213488342,0.9881620545047199,0.9897149083985448
0.9057788944723619,0.9880013540641754,0.9882108400321046,0.992002588056901
0.9120603015075377,0.988035981233655,0.9882625349227959,0.9891030550347485
0.9183417085427137,0.9880728403313641,0.9883164900291689,0.9963065526931227
0.9246231155778895,0.9881114252407935,0.9883716895839882,0.994981531106927
0.9309045226130654,0.9881509070423897,0.9884265896443393,1.0100921858673526
0.9371859296482412,0.9881900562967487,0.988479082485918,1.016124317520628
0.9434673366834172,0.9882271913060402,0.9885264468529715,1.0165472116028502
0.949748743718593,0.988260196691608,0.9885653711995249,1.0319743757178752
0.956030150753769,0.9882866795908309,0.9885922142851161,1.0289131613699058
0.9623115577889447,0.9883043452435986,0.9886035337829799,1.029286689913444
0.9685929648241207,0.9883116459825121,0.9885972802797227,1.0429439713668438
0.9748743718592965,0.9883086325915661,0.9885741664840211,1.0547891008426777
0.9811557788944725,0.988297674679242,0.9885390038816528,1.049653971062061
0.9874371859296482,0.9882834598125189,0.9898757450102392,1.0639134372576895
0.9937185929648242,0.993739638997131,0.9963636019343806,1.0656914796279227
1.0,0.9882673006049847,0.9884611601056477,0.9934379037056009
